kingdom,phylum,class,order,family,genus,species
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis
Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Swietenia,
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,Grallaria squamigera
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama rufina
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,Eira barbara
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma polyneuron
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,Ochthoeca fumicolor
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,Elanus leucurus
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Pterophanes,Pterophanes cyanopterus
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa melanoleuca
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Fluvicola,Fluvicola pica
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,Andigena nigrirostris
Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,Porphyrio martinica
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Tangara cyanicollis
Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella marina
Animalia,Chordata,Amphibia,Anura,Hylidae,Boana,
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula chloropus
Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,Milvago chimachima
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,Forpus conspicillatus
Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis
Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Anadia,Anadia bogotensis
Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis
Animalia,Chordata,Aves,Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila intermedia
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus
Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes pulcher
Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,Basiliscus vittatus
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Atlapetes,Atlapetes pallidinucha
Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax affinis
Animalia,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus manacus
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eriocnemis,Eriocnemis vestita
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,Megaceryle torquata
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eriocnemis,Eriocnemis vestita
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
